Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta
01/03/17,0.006,0.17,0.197,0.014,False,False,False,True,3.2685684302316946357962667640,3.2685684302316946357962667640,0.0000000000000000000000000000
01/09/17,0.015,0.03,0.162,0.019,False,False,False,True,3.2814134579482444244826919860,3.2186188874476743109347392236,-0.0627945705005701135479527624
02/13/17,0.012,0.02,0.157,0.009,False,True,False,True,3.5385989834216303555065554741,3.5174998430844411199776746021,-0.0210991403371892355288808720
03/29/17,0.014,0.02,0.159,0.011,False,True,False,True,3.5628415580604344580863738598,3.5307133092881412852650042653,-0.0321282487722931728213695945
03/31/17,0.015,0.02,0.159,0.019,False,False,False,True,3.4758662132390858409657599623,3.4688668702873346428909497542,-0.0069993429517511980748102081
04/05/17,0.014,0.02,0.159,0.011,False,True,False,True,3.4443567879243695761485470277,3.4338332462061188079987269953,-0.0105235417182507681498200324
04/18/17,0.015,0.02,0.159,0.019,False,False,False,True,3.5510430732041839405257563042,3.5506257676313510672513583803,-0.0004173055728328732743979239
05/10/17,0.012,0.02,0.157,0.009,False,True,False,True,3.5885297339910167182806665546,3.5475139441492672182946866424,-0.0410157898417494999859799122
05/31/17,0.015,0.02,0.159,0.019,False,False,False,True,3.5490307126618349199342183666,3.5421595637568037149367391315,-0.0068711489050312049974792351
06/14/17,0.012,0.02,0.157,0.009,False,True,False,True,3.5035110995929811893394695069,3.4882627660842055376303786337,-0.0152483335087756517090908732
08/08/17,0.015,0.03,0.157,0.019,False,False,False,True,3.7607503868494202819993134702,3.7445390007651894647517897695,-0.0162113860842308172475237007
08/22/17,0.012,0.02,0.157,0.009,False,True,False,True,3.8509968922628715383500937343,3.8494740959174303575660640999,-0.0015227963454411807840296344
08/28/17,0.015,0.03,0.157,0.019,False,False,False,True,3.8975936521792006023871563786,3.8928507520199365054776326917,-0.0047429001592640969095236869
08/31/17,0.012,0.02,0.157,0.009,False,True,False,True,3.8431227631811698988044593093,3.8333182284503870430651224803,-0.0098045347307828557393368290
09/01/17,0.015,0.03,0.157,0.019,False,False,False,True,3.8538203205005962480860429824,3.8374420486812017945086734784,-0.0163782718193944535773695040
09/06/17,0.012,0.02,0.157,0.009,False,True,False,True,3.8632129304188621343109158334,3.8542387305424372522701434008,-0.0089741998764248820407724326
09/13/17,0.015,0.03,0.157,0.019,False,False,False,True,3.8157750867421330383632369426,3.8090109232298253047332481498,-0.0067641635123077336299887928
11/03/17,0.012,0.02,0.157,0.009,False,True,False,True,3.9970208312596687342991758576,3.9965820634332199634528935187,-0.0004387678264487708462823389
11/06/17,0.015,0.03,0.157,0.019,False,False,False,True,4.0317852689283544797665741140,3.9630429307071825464538719902,-0.0687423382211719333127021238
11/07/17,0.018,0.03,0.164,0.011,False,True,True,True,4.0551245506382093058567268799,4.0549678676690528197780223109,-0.0001566829691564860787045690
11/13/17,0.015,0.03,0.157,0.019,False,False,False,True,4.0277784000102090876658299812,4.0267154597291183967658177890,-0.0010629402810906909000121922
11/14/17,0.018,0.03,0.164,0.011,False,True,True,True,4.0620025410688313154261048703,4.0615505808917202496578162433,-0.0004519601771110657682886270
11/15/17,0.015,0.03,0.157,0.019,False,False,False,True,4.0352197280010505301386405135,4.0344905793463432771485929086,-0.0007291486547072529900476049
