StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,Result
0.009,0.10,0.047,0.021,True,3.2765729797147433261965694599
0.022,0,0.080,0.019,False,3.1427374631780621264498813026
0.023,0.28,0.046,0.036,False,3.1292201983279822852777478791
0.024,0.28,0.045,0.039,False,3.0451391952214993862795993710
0.024,0.29,0.045,0.039,False,3.0322529359534942503038807517
0.023,0.28,0.046,0.037,False,3.0154249270404754413208592992
0.009,0.09,0.047,0.021,True,2.9961848062713338760182246477
0.023,0.29,0.046,0.036,False,2.9948344538597251367120947718
0.023,0.28,0.047,0.036,False,2.9933709457583496209692420720
0.023,0.28,0.044,0.036,False,2.9796479197407899763382338517
0.031,0.30,0.042,0.039,False,2.9613214986938428398262862075
0.024,0.28,0.046,0.036,False,2.9584801096439961727982796734
0.033,0.30,0.042,0.037,False,2.9514182027387999701185052687
0.014,0.01,0.042,0.019,True,2.9493874087519414787519804847
0.031,0.30,0.042,0.040,False,2.9423458234126302963493390176
0.014,0,0.042,0.019,True,2.9380864122032794991279737136
0.014,0.05,0.042,0.019,True,2.9375846253233647425521851083
0.023,0.29,0.045,0.036,False,2.9342467470036948325213060258
0.014,0.02,0.042,0.019,True,2.9194314233484839592252437502
0.030,0.30,0.045,0.039,False,2.9162857979068347173365663472
0.024,0.29,0.045,0.040,False,2.9048946933247271912285390804
0.030,0.30,0.045,0.040,False,2.9024488683760701270083755083
0.023,0.11,0.077,0.019,False,2.9011557704895003589138043843
0.024,0.28,0.046,0.039,False,2.8989371617822257043039627963
0.024,0.30,0.046,0.036,False,2.8930054680573424270819046427
0.023,0.29,0.046,0.037,False,2.8851516799722388381664606392
0.022,0,0.079,0.019,False,2.8723586539853095386633323606
0.006,0.04,0.050,0.021,True,2.8712739165725672108911310375
0.014,0.05,0.045,0.019,True,2.8683052075835679099440267705
0.014,0.06,0.042,0.019,True,2.8655063322559565132697397352
0.023,0.29,0.047,0.036,False,2.8647638537789679557231155738
0.024,0.29,0.046,0.039,False,2.8604707529536765405944627954
0.034,0.08,0.079,0.038,False,2.8592757595966191032307178712
0.023,0.28,0.045,0.036,False,2.8566915338675955300458266162
0.024,0.28,0.044,0.036,False,2.8539598597776306550495072559
0.025,0.29,0.045,0.039,False,2.8537614384004484823575721201
0.024,0.29,0.046,0.036,False,2.8522256072279237016138741298
0.030,0.30,0.044,0.039,False,2.8495135238401787641019654878
0.024,0.28,0.047,0.036,False,2.8475350734975485057549820674
0.032,0.30,0.042,0.039,False,2.8466340200048830384149558225
0.009,0.09,0.047,0.020,True,2.8415582883207352172283954454
0.014,0,0.045,0.019,True,2.8402409349876787563434079701
0.024,0.29,0.045,0.036,False,2.8394231894007889037635981674
0.023,0.28,0.050,0.036,False,2.8393611489945514374439595404
0.014,0.06,0.045,0.019,True,2.8372220050632631551415255107
0.014,0.04,0.042,0.019,True,2.8367778748960628469352720613
