Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,
11/25/2015 0:00,0.011,0.02,0.157,0.008,FALSE,TRUE,FALSE,TRUE,1.849613025,1.665541138,-0.184071887,
12/2/2015 0:00,0.019,0.15,0.1,0.024,FALSE,TRUE,TRUE,FALSE,1.835359226,1.832522677,-0.002836549,
1/8/2016 0:00,0.009,0.01,0.169,0.021,FALSE,FALSE,FALSE,TRUE,1.805372338,1.797660896,-0.007711442,
1/12/2016 0:00,0.019,0.15,0.1,0.024,FALSE,TRUE,TRUE,FALSE,1.816239248,1.786457864,-0.029781384,
1/15/2016 0:00,0.009,0.01,0.169,0.021,FALSE,FALSE,FALSE,TRUE,1.80948418,1.786271558,-0.023212622,
3/7/2016 0:00,0.009,0.02,0.169,0.021,FALSE,FALSE,FALSE,TRUE,1.939503557,1.906720477,-0.03278308,
3/8/2016 0:00,0.004,0.1,0.139,0.005,FALSE,TRUE,TRUE,TRUE,1.937338191,1.900105158,-0.037233033,
3/9/2016 0:00,0.009,0.02,0.169,0.021,FALSE,FALSE,FALSE,TRUE,1.907009696,1.894905377,-0.012104319,
3/14/2016 0:00,0.004,0.1,0.139,0.005,FALSE,TRUE,TRUE,TRUE,1.927437201,1.895419191,-0.03201801,
4/7/2016 0:00,0.012,0.02,0.167,0.021,FALSE,FALSE,FALSE,TRUE,2.03908348,2.017348066,-0.021735415,
5/17/2016 0:00,0.003,0.04,0.192,0.007,FALSE,TRUE,TRUE,FALSE,2.454631453,2.382439195,-0.072192259,
5/23/2016 0:00,0.012,0.02,0.167,0.021,FALSE,FALSE,FALSE,TRUE,2.441519098,2.380475129,-0.061043969,
8/10/2016 0:00,0.009,0.03,0.17,0.021,FALSE,FALSE,FALSE,TRUE,2.785391993,2.766662256,-0.018729736,
8/31/2016 0:00,0.006,0.07,0.189,0.003,FALSE,TRUE,TRUE,FALSE,2.763435074,2.735591854,-0.02784322,
9/2/2016 0:00,0.009,0.03,0.17,0.021,FALSE,FALSE,FALSE,TRUE,2.736580569,2.724743411,-0.011837158,
9/26/2016 0:00,0.006,0.07,0.189,0.003,FALSE,TRUE,TRUE,FALSE,2.709417394,2.702145055,-0.007272338,
10/19/2016 0:00,0.002,0.1,0.176,0.005,FALSE,TRUE,TRUE,TRUE,2.869892712,2.867130591,-0.00276212,
10/20/2016 0:00,0.006,0.07,0.189,0.003,FALSE,TRUE,TRUE,FALSE,2.875195107,2.860379559,-0.014815549,
11/9/2016 0:00,0.006,0.23,0.173,0.004,FALSE,TRUE,FALSE,TRUE,3.269889448,3.226404985,-0.043484463,
11/17/2016 0:00,0.006,0.07,0.189,0.003,FALSE,TRUE,TRUE,FALSE,3.174952962,3.149012457,-0.025940505,
11/18/2016 0:00,0.002,0.1,0.176,0.005,FALSE,TRUE,TRUE,TRUE,3.162901116,3.155673408,-0.007227708,
11/22/2016 0:00,0.009,0.07,0.195,0.004,FALSE,TRUE,TRUE,FALSE,3.223578861,3.128807773,-0.094771088,
12/2/2016 0:00,0.005,0.14,0.194,0.004,FALSE,FALSE,FALSE,FALSE,3.169946443,3.05822589,-0.111720553,
12/7/2016 0:00,0.014,0.03,0.164,0.017,FALSE,FALSE,FALSE,TRUE,3.201963149,3.101889889,-0.100073261,
12/9/2016 0:00,0.005,0.14,0.194,0.004,FALSE,FALSE,FALSE,FALSE,3.15317194,3.140539498,-0.012632442,
12/28/2016 0:00,0.006,0.17,0.197,0.014,FALSE,FALSE,FALSE,TRUE,3.237963448,3.172086191,-0.065877257,
1/6/2017 0:00,0.005,0.23,0.187,0.004,FALSE,TRUE,FALSE,FALSE,3.24487776,3.244131894,-0.000745866,
1/17/2017 0:00,0.015,0.03,0.163,0.019,FALSE,FALSE,FALSE,TRUE,3.517775249,3.463486675,-0.054288574,
2/13/2017 0:00,0.012,0.02,0.157,0.009,FALSE,TRUE,FALSE,TRUE,3.538598983,3.517499843,-0.02109914,
3/29/2017 0:00,0.014,0.02,0.159,0.011,FALSE,TRUE,FALSE,TRUE,3.562841558,3.530713309,-0.032128249,
3/31/2017 0:00,0.012,0.02,0.15,0.004,FALSE,FALSE,FALSE,FALSE,3.526310123,3.46886687,-0.057443253,
4/5/2017 0:00,0.005,0.23,0.187,0.004,FALSE,TRUE,FALSE,FALSE,3.512999894,3.463728296,-0.049271599,
4/7/2017 0:00,0.012,0.02,0.15,0.004,FALSE,FALSE,FALSE,FALSE,3.504838534,3.46569649,-0.039142044,
4/20/2017 0:00,0.015,0.02,0.159,0.019,FALSE,FALSE,FALSE,TRUE,3.611037107,3.593292478,-0.017744629,
5/10/2017 0:00,0.012,0.02,0.157,0.009,FALSE,TRUE,FALSE,TRUE,3.588529734,3.547513944,-0.04101579,
5/31/2017 0:00,0.015,0.02,0.159,0.019,FALSE,FALSE,FALSE,TRUE,3.549030713,3.542159564,-0.006871149,
6/14/2017 0:00,0.012,0.02,0.157,0.009,FALSE,TRUE,FALSE,TRUE,3.5035111,3.488262766,-0.015248334,
7/7/2017 0:00,0.005,0.14,0.194,0.004,FALSE,FALSE,FALSE,FALSE,3.632166414,3.630762316,-0.001404098,
7/14/2017 0:00,0.012,0.02,0.157,0.009,FALSE,TRUE,FALSE,TRUE,3.653830687,3.639486337,-0.01434435,
8/7/2017 0:00,0.005,0.14,0.194,0.004,FALSE,FALSE,FALSE,FALSE,3.750364551,3.74485692,-0.005507631,
8/21/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,3.878130739,3.789827805,-0.088302934,
8/22/2017 0:00,0.012,0.02,0.157,0.009,FALSE,TRUE,FALSE,TRUE,3.850996892,3.849474096,-0.001522796,
8/28/2017 0:00,0.005,0.23,0.187,0.004,FALSE,TRUE,FALSE,FALSE,3.899250982,3.892850752,-0.00640023,
8/29/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,3.860093652,3.835259659,-0.024833993,
8/31/2017 0:00,0.012,0.02,0.157,0.009,FALSE,TRUE,FALSE,TRUE,3.843122763,3.833318228,-0.009804535,
9/1/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,3.853820321,3.837442049,-0.016378272,
9/7/2017 0:00,0.012,0.02,0.157,0.009,FALSE,TRUE,FALSE,TRUE,3.856420212,3.839385174,-0.017035038,
9/11/2017 0:00,0.005,0.23,0.187,0.004,FALSE,TRUE,FALSE,FALSE,3.854782435,3.837905743,-0.016876692,
9/14/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,3.837925056,3.825859803,-0.012065253,
11/3/2017 0:00,0.012,0.02,0.157,0.009,FALSE,TRUE,FALSE,TRUE,3.997020831,3.996582063,-0.000438768,
11/6/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,4.031785269,3.963042931,-0.068742338,
11/7/2017 0:00,0.018,0.03,0.164,0.011,FALSE,TRUE,TRUE,TRUE,4.055124551,4.054967868,-0.000156683,
11/13/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,4.0277784,4.02671546,-0.00106294,
11/14/2017 0:00,0.018,0.03,0.164,0.011,FALSE,TRUE,TRUE,TRUE,4.062002541,4.061550581,-0.00045196,
11/15/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,4.035219728,4.034490579,-0.000729149,
11/17/2017 0:00,0.018,0.03,0.164,0.011,FALSE,TRUE,TRUE,TRUE,4.058114981,4.057829917,-0.000285064,
11/23/2017 0:00,0.009,0.03,0.17,0.021,FALSE,FALSE,FALSE,TRUE,4.148102484,4.137660436,-0.010442048,
11/24/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,4.162867124,4.140049388,-0.022817736,
12/8/2017 0:00,0.018,0.03,0.164,0.011,FALSE,TRUE,TRUE,TRUE,4.131158402,4.123523683,-0.007634719,
12/13/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,4.161159446,4.132924741,-0.028234705,
12/18/2017 0:00,0.018,0.03,0.164,0.011,FALSE,TRUE,TRUE,TRUE,4.178849545,4.102817024,-0.076032521,
12/27/2017 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,4.117694571,4.083214925,-0.034479647,
1/2/2018 0:00,0.018,0.03,0.164,0.011,FALSE,TRUE,TRUE,TRUE,4.105672659,4.095955441,-0.009717218,
1/16/2018 0:00,0.015,0.17,0.139,0.025,FALSE,TRUE,FALSE,TRUE,4.079387449,4.077915909,-0.00147154,
1/25/2018 0:00,0.018,0.03,0.164,0.011,FALSE,TRUE,TRUE,TRUE,4.042831861,4.03187717,-0.01095469,
1/26/2018 0:00,0.015,0.17,0.139,0.025,FALSE,TRUE,FALSE,TRUE,4.042155836,4.031832105,-0.010323731,
2/2/2018 0:00,0.018,0.03,0.164,0.011,FALSE,TRUE,TRUE,TRUE,4.04350354,4.040328518,-0.003175022,
3/9/2018 0:00,0.015,0.03,0.16,0.011,FALSE,TRUE,FALSE,TRUE,4.104510308,4.038478414,-0.066031894,
4/4/2018 0:00,0.007,0.08,0.164,0.015,FALSE,TRUE,TRUE,TRUE,4.144445493,4.142020664,-0.002424829,
4/9/2018 0:00,0.015,0.03,0.16,0.011,FALSE,TRUE,FALSE,TRUE,4.148301743,4.137686834,-0.010614909,
4/18/2018 0:00,0.015,0.03,0.158,0.019,FALSE,FALSE,FALSE,TRUE,4.226214127,4.161910745,-0.064303382,
5/29/2018 0:00,0.009,0.17,0.199,0.007,FALSE,FALSE,FALSE,FALSE,4.269556974,4.237815445,-0.031741529,
6/23/2018 0:00,0.009,0.17,0.199,0.007,FALSE,FALSE,FALSE,FALSE,4.290069845,4.290069845,0,
,,,,,,,,,,,-1.011741471,-0.379958072
