Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Profit
01/04/12,0.012,0.08,0.181,0.016,True,True,True,False,1.2043706973224146248237617573,1.2043706973224146248237617573,0.0000000000000000000000000000,0.0000000000000000000000000000
05/16/12,0.025,0.03,0.175,0.037,False,True,True,False,1.1937856378260655428036233016,1.1770934200451373475464844800,-0.0166922177809281952571388216,-0.0272772772772772772772772773
05/17/12,0.012,0.08,0.181,0.016,True,True,True,False,1.1878541808058981083072452408,1.1841874235403512570893375873,-0.0036667572655468512179076535,-0.0368754915629915629915629916
05/18/12,0.025,0.03,0.175,0.037,False,True,True,False,1.1884284949689226856607661587,1.1830994260511433535524904860,-0.0053290689177793321082756727,-0.0416302463177463177463177464
05/21/12,0.012,0.08,0.181,0.016,True,True,True,False,1.1868531798048971073062442398,1.1850802806832083999464804444,-0.0017728991216887073597637954,-0.0449784606034606034606034607
05/22/12,0.025,0.03,0.175,0.037,False,True,True,False,1.1886517092546369713750518730,1.1828491758008931033022402358,-0.0058025334537438680728116372,-0.0489824646074646074646074647
05/28/12,0.012,0.08,0.181,0.016,True,True,True,False,1.1868531798048971073062442398,1.1850802806832083999464804444,-0.0017728991216887073597637954,-0.0525538931788931788931788933
06/04/12,0.025,0.03,0.175,0.037,False,True,True,False,1.1978034949689226856607661587,1.1725889155406328430419799755,-0.0252145794282898426187861832,-0.0668181574431574431574431576
06/06/12,0.012,0.08,0.181,0.016,True,True,True,False,1.1886049315566488590579959915,1.1835177806832083999464804444,-0.0050871508734404591115155471,-0.0811038717288717288717288719
06/26/12,0.025,0.03,0.175,0.037,False,True,True,False,1.1879820663974941142321947301,1.1835999265516438540529909865,-0.0043821398458502601792037436,-0.0861088767338767338767338769
07/04/12,0.012,0.08,0.181,0.016,True,True,True,False,1.1871034300551473575564944900,1.1848570663974941142321947301,-0.0022463636576532433242997599,-0.0892338767338767338767338769
07/09/12,0.025,0.03,0.175,0.037,False,True,True,False,1.1937856378260655428036233016,1.1770934200451373475464844800,-0.0166922177809281952571388216,-0.0992438867438867438867438869
09/07/12,0.012,0.08,0.181,0.016,True,True,True,False,1.3650297471221997656267165837,1.3018426005566210807680658063,-0.0631871465655786848586507774,0.0088130759866687940776986178
12/28/12,0.006,0.05,0.174,0.005,True,False,False,False,1.4972339711318526639852669398,1.4948014416008311497906937460,-0.0024325295310215141945731938,0.1385847704653001782416757801
01/14/13,0.012,0.08,0.181,0.016,True,True,True,False,1.5144346272499595757380375062,1.5103868806118036352050417220,-0.0040477466381559405329957842,0.1517376799452511494614505623
01/16/13,0.006,0.05,0.174,0.005,True,False,False,False,1.5103381566292911769528193480,1.4965820386246088998900395465,-0.0137561180046822770627798015,0.1338850913199004736134526026
01/18/13,0.012,0.08,0.181,0.016,True,True,True,False,1.5139245532892352707138089930,1.5034929199963765687275095510,-0.0104316332928587019862994420,0.1270398546869858653881428056
03/04/13,0.006,0.05,0.174,0.005,True,False,False,False,1.4915560557989165467481593304,1.4891859661941064770387261060,-0.0023700896048100697094332244,0.1023012675918570717130599186
03/05/13,0.012,0.08,0.181,0.016,True,True,True,False,1.4978572235264196624506108293,1.4830133422310773507682598329,-0.0148438812953423116823509964,0.0937585540240178757331604211
03/11/13,0.006,0.05,0.174,0.005,True,False,False,False,1.4908022869546954412205211394,1.4809074658115510064954973379,-0.0098948211431444347250238015,0.0768087963091492197780469297
07/03/13,0.001,0.08,0.169,0.010,True,False,False,False,1.5709822834948470010227604609,1.5641691211255497125773050590,-0.0068131623692972884454554019,0.1501756304800034911348308493
07/09/13,0.006,0.05,0.174,0.005,True,False,False,False,1.5689429904722833809190136017,1.5654957111587222536938548876,-0.0034472793135611272251587141,0.1446890581438787438059252760
07/10/13,0.001,0.08,0.169,0.010,True,False,False,False,1.5773351567261493400351774403,1.5586414829345949387079583253,-0.0186936737915544013272191150,0.1343875506061903015948699996
09/27/13,0.006,0.05,0.174,0.005,True,False,False,False,1.5742193723818311196124809384,1.5594316048924791119092750436,-0.0147877674893520077032058948,0.1164839987725200734689676029
10/09/13,0.001,0.08,0.169,0.010,True,False,False,False,1.5698272156346102121114119191,1.5651741462511778532808226470,-0.0046530693834323588305892721,0.1074387726418668071373093115
10/10/13,0.006,0.05,0.174,0.005,True,False,False,False,1.5689429904722833809190136017,1.5654957111587222536938548876,-0.0034472793135611272251587141,0.1031072681659788487197522800
10/14/13,0.001,0.08,0.169,0.010,True,False,False,False,1.5735811861803797760732946797,1.5619078145928863959943904861,-0.0116733715874933800789041936,0.0960720922865818637951291644
10/16/13,0.006,0.05,0.174,0.005,True,False,False,False,1.5764806789144944361953955113,1.5568327022069463368587408247,-0.0196479767075480993366546866,0.0793236083131484245805753094
10/30/13,0.001,0.08,0.169,0.010,True,False,False,False,1.5793565254815637206300373884,1.5568826889647456924768025464,-0.0224738365168180281532348420,0.0597256183633996808619823445
11/15/13,0.006,0.05,0.174,0.005,True,False,False,False,1.5704505281607255919742899836,1.5637631093683670703268320751,-0.0066874187923585216474579085,0.0441322022502030305587770312
11/19/13,0.001,0.08,0.169,0.010,True,False,False,False,1.5732924192153205788454575443,1.5621590708742934311702698831,-0.0111333483410271476751876612,0.0358407449637708697547569307
12/25/13,0.006,0.05,0.174,0.005,True,False,False,False,1.5674354527838411698637372198,1.5672283129490774370608777002,-0.0002071398347637328028595196,0.0297766386975277279701770866
12/26/13,0.001,0.08,0.169,0.010,True,False,False,False,1.5675170799141366342887148357,1.5671841965024341346878578228,-0.0003328834117024996008570129,0.0295253824161206927942976896
12/30/13,0.006,0.05,0.174,0.005,True,False,False,False,1.5749731412260522251401191294,1.5585653039973015202257636373,-0.0164078372287507049143554921,0.0205736064992855787313464912
03/20/14,0.008,0.05,0.176,0.008,True,False,False,False,1.5727093656582640267439711710,1.5708595276684849684161152980,-0.0018498379897790583278558730,0.0164599929417183220073426598
03/25/14,0.006,0.05,0.174,0.005,True,False,False,False,1.5844159084978079664718355034,1.5553841376947381908777097729,-0.0290317708030697755941257305,-0.0008652350218075138589187383
12/04/14,0.002,0.11,0.171,0.004,True,False,False,False,1.7305175773548091912998974385,1.7144841291164541304496794114,-0.0160334482383550608502180271,0.1292029855968386501189251697
04/15/15,0.004,0.15,0.178,0.013,False,True,False,False,1.8139154039764719556956265787,1.8108525581070721426354719819,-0.0030628458693998130601545968,0.2095379663491016014544997131
04/16/15,0.002,0.11,0.171,0.004,True,False,False,False,1.8156206552028675479237251245,1.8064606648923399003175648109,-0.0091599903105276476061603136,0.2020832272649695460764379453
04/20/15,0.004,0.15,0.178,0.013,False,True,False,False,1.8203051803342994317339652368,1.8184338136595270479457560604,-0.0018713666747723837882091764,0.2048963857216290460984688812
04/22/15,0.002,0.11,0.171,0.004,True,False,False,False,1.8061488440678676213601783020,1.8032657767134261622983954818,-0.0028830673544414590617828202,0.1878569821007557766628991262
04/23/15,0.004,0.15,0.178,0.013,False,True,False,False,1.8046857270151656014180262947,1.8035592886082215272729966015,-0.0011264384069440741450296932,0.1852674266411096825757174257
04/24/15,0.002,0.11,0.171,0.004,True,False,False,False,1.8252501105368370432581646674,1.8099624584420976281065551118,-0.0152876520947394151516095556,0.1905441580680417092642462428
06/24/15,0.004,0.15,0.178,0.013,False,True,False,False,1.8599541187844887874043131385,1.8314262046007660173322469882,-0.0285279141837227700720661503,0.1967202521319706833383285636
06/29/15,0.002,0.11,0.171,0.004,True,False,False,False,1.8572994258168074144861926544,1.8301922140225840254995512337,-0.0271072117942233889866414207,0.1669583473700659214335666588
09/08/15,0.003,0.11,0.171,0.004,True,False,False,False,1.9108856476748876386622843876,1.8885045313989605496281810981,-0.0223811162759270890341032895,0.1981634529522190565755551025
10/13/15,0.007,0.05,0.169,0.007,True,False,False,False,1.9602003305566424392241479070,1.9523790974388387628932376120,-0.0078212331178036763309102950,0.2396569027161701808065083269
01/04/16,0.006,0.06,0.169,0.007,True,False,False,False,1.9447520178455466181977630946,1.9389764569747654150063319508,-0.0057755608707812031914311438,0.2184330291342931565886923707
01/18/16,0.007,0.05,0.169,0.007,True,False,False,False,1.9389009998551766691732536108,1.9185052986854416313211226746,-0.0203957011697350378521309362,0.1921863099741881697120519507
01/21/16,0.006,0.06,0.169,0.007,True,False,False,False,1.9284790519662815263342460342,1.9281846997987750899290347727,-0.0002943521675064364052112615,0.1814700099177865904678331126
01/22/16,0.007,0.05,0.169,0.007,True,False,False,False,1.9366449366854079156481549080,1.9206050362182500302712539082,-0.0160399004671578853769009998,0.1735959941697550944048409866
05/23/16,0.003,0.11,0.171,0.004,True,False,False,False,2.4678982333541148044345168737,2.4366994718792168080702486278,-0.0311987614748979963642682459,0.6736505293635639868269347064
05/27/16,0.007,0.05,0.169,0.007,True,False,False,False,2.4794941202190689427746343408,2.4265520795079609582806707198,-0.0529420407111079844939636210,0.6323043755174101406730885525
05/30/16,0.003,0.11,0.171,0.004,True,False,False,False,2.4472251564310378813575937968,2.3800118871558002590964187145,-0.0672132692752376222611750823,0.5328221424541414569948729262
06/07/16,0.014,0.04,0.173,0.013,True,False,False,False,2.4178431914453768430766007031,2.4004703487387301890499014891,-0.0173728427066466540266992140,0.4860673347618337646871806185
07/08/16,0.009,0.12,0.167,0.011,True,False,False,False,2.5435552634952556833454611911,2.5432099990563705005818861154,-0.0003452644388851827635750757,0.6114341423728274221924660308
07/11/16,0.014,0.04,0.173,0.013,True,False,False,False,2.5170341299357161038538697555,2.5054734497720745742632678540,-0.0115606801636415295906019015,0.5733523286496463131102726937
07/12/16,0.003,0.11,0.171,0.004,True,False,False,False,2.5553624637866149752348344736,2.5168725504966997186888820002,-0.0384899132899152565459524734,0.5731907492106299279452849384
07/18/16,0.014,0.04,0.173,0.013,True,False,False,False,2.5100942304437750813655545051,2.5014445993102289382738488473,-0.0086496311335461430917056578,0.5192728847342438909842993121
07/21/16,0.003,0.11,0.171,0.004,True,False,False,False,2.5130593808160516063241198032,2.4961712165207611583516314911,-0.0168881642952904479724883121,0.5053498708112299679703762981
07/22/16,0.014,0.04,0.173,0.013,True,False,False,False,2.5313882517377963753868485264,2.4942966689516448266631028540,-0.0370915827861515487237456724,0.4865871589468231883093593489
07/27/16,0.003,0.11,0.171,0.004,True,False,False,False,2.5147458068826793094217235437,2.4871622075117521493426224821,-0.0275835993709271600791010616,0.4423611147207789622651333046
08/17/16,0.032,0.04,0.168,0.039,False,True,True,False,2.6210800977115409024827023587,2.5884527034344034473527580264,-0.0326273942771374551299443323,0.5160680112725031001961677873
07/09/18,0.032,0.04,0.168,0.039,False,True,True,False,3.9100948103990166170587280074,3.9100948103990166170587280074,0,1.8050827239599788147721934360
