Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,
4/25/2011 0:00,0.002,0,0.021,0.008,TRUE,TRUE,TRUE,TRUE,1.355567122,1.355567122,0,
9/26/2011 0:00,0.019,0.06,0.115,0.005,TRUE,TRUE,FALSE,TRUE,1.31403768,1.308783968,-0.005253712,
9/27/2011 0:00,0.002,0,0.021,0.008,TRUE,TRUE,TRUE,TRUE,1.338342532,1.303397118,-0.034945415,
10/19/2011 0:00,0.019,0.06,0.115,0.005,TRUE,TRUE,FALSE,TRUE,1.388734424,1.374507626,-0.014226798,
10/25/2011 0:00,0.002,0,0.021,0.008,TRUE,TRUE,TRUE,TRUE,1.442619612,1.441326714,-0.001292897,
10/26/2011 0:00,0.019,0.06,0.115,0.005,TRUE,TRUE,FALSE,TRUE,1.445918551,1.438218634,-0.007699917,
11/1/2011 0:00,0.002,0,0.021,0.008,TRUE,TRUE,TRUE,TRUE,1.474408942,1.450000184,-0.024408758,
12/16/2011 0:00,0.019,0.06,0.115,0.005,TRUE,TRUE,FALSE,TRUE,1.484183857,1.482896233,-0.001287624,
4/6/2012 0:00,0.018,0.06,0.116,0.004,TRUE,TRUE,FALSE,TRUE,1.518909358,1.511094269,-0.007815089,
7/24/2012 0:00,0.019,0.06,0.115,0.005,TRUE,TRUE,FALSE,TRUE,1.673739789,1.673712538,-2.73E-05,
8/17/2012 0:00,0.018,0.06,0.116,0.004,TRUE,TRUE,FALSE,TRUE,1.652656095,1.649951106,-0.002704989,
10/29/2012 0:00,0.024,0.02,0.118,0.005,TRUE,TRUE,TRUE,TRUE,1.834873101,1.8173221,-0.017551001,
4/15/2013 0:00,0.024,0.02,0.119,0.005,TRUE,TRUE,TRUE,TRUE,2.030190804,2.018888657,-0.011302147,
7/16/2013 0:00,0.022,0.01,0.12,0.004,TRUE,TRUE,TRUE,TRUE,1.950999466,1.946926651,-0.004072815,
7/26/2013 0:00,0.024,0.02,0.119,0.005,TRUE,TRUE,TRUE,TRUE,1.949131723,1.948643754,-0.000487969,
8/2/2013 0:00,0.022,0.01,0.12,0.004,TRUE,TRUE,TRUE,TRUE,1.950999466,1.946926651,-0.004072815,
4/18/2014 0:00,0.001,0,0.023,0.001,TRUE,TRUE,FALSE,TRUE,2.070983288,2.052647523,-0.018335765,
5/9/2014 0:00,0.022,0.01,0.12,0.004,TRUE,TRUE,TRUE,TRUE,2.076288911,2.071395099,-0.004893812,
5/26/2014 0:00,0.001,0,0.023,0.001,TRUE,TRUE,FALSE,TRUE,2.085298381,2.084885779,-0.000412602,
5/28/2014 0:00,0.022,0.01,0.12,0.004,TRUE,TRUE,TRUE,TRUE,2.092254524,2.074629209,-0.017625314,
6/26/2014 0:00,0.017,0.15,0.102,0.006,FALSE,TRUE,FALSE,TRUE,2.093127726,2.092561555,-0.000566172,
6/27/2014 0:00,0.022,0.01,0.12,0.004,TRUE,TRUE,TRUE,TRUE,2.100851392,2.084283966,-0.016567426,
7/8/2014 0:00,0.017,0.15,0.102,0.006,FALSE,TRUE,FALSE,TRUE,2.093455273,2.092254524,-0.001200749,
7/9/2014 0:00,0.022,0.01,0.12,0.004,TRUE,TRUE,TRUE,TRUE,2.098702175,2.086576793,-0.012125382,
7/11/2014 0:00,0.017,0.15,0.102,0.006,FALSE,TRUE,FALSE,TRUE,2.097385833,2.088570152,-0.008815681,
7/18/2014 0:00,0.022,0.01,0.12,0.004,TRUE,TRUE,TRUE,TRUE,2.112211539,2.072164739,-0.0400468,
10/13/2014 0:00,0.015,0.13,0.105,0.006,FALSE,TRUE,FALSE,TRUE,2.232372923,2.192536015,-0.039836908,
10/14/2014 0:00,0.001,0,0.023,0.001,TRUE,TRUE,FALSE,TRUE,2.232790195,2.226801893,-0.005988303,
10/15/2014 0:00,0.015,0.13,0.105,0.006,FALSE,TRUE,FALSE,TRUE,2.228791546,2.222411676,-0.00637987,
10/20/2014 0:00,0.001,0,0.023,0.001,TRUE,TRUE,FALSE,TRUE,2.214537021,2.212874316,-0.001662705,
10/21/2014 0:00,0.022,0.01,0.12,0.004,TRUE,TRUE,TRUE,TRUE,2.216872298,2.201710982,-0.015161316,
7/9/2015 0:00,0.02,0.05,0.117,0.005,TRUE,TRUE,FALSE,FALSE,2.325283669,2.287849655,-0.037434014,
