Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,
6/29/2016 0:00,0.02,0.05,0.117,0.005,TRUE,TRUE,FALSE,TRUE,3.19057597,3.185470874,-0.005105096,
6/30/2016 0:00,0.02,0.05,0.117,0.005,TRUE,TRUE,FALSE,FALSE,3.232005047,3.179365466,-0.052639582,
7/5/2016 0:00,0.02,0.05,0.117,0.005,TRUE,TRUE,FALSE,TRUE,3.207614053,3.187608564,-0.02000549,
9/22/2016 0:00,0.018,0.02,0.116,0.004,TRUE,TRUE,FALSE,TRUE,3.187159466,3.183905635,-0.003253831,
10/10/2016 0:00,0.02,0.05,0.117,0.005,TRUE,TRUE,FALSE,TRUE,3.171603633,3.143334842,-0.028268791,
11/9/2016 0:00,0.022,0.04,0.118,0.005,TRUE,TRUE,FALSE,TRUE,3.256153838,3.245497464,-0.010656374,
11/11/2016 0:00,0.02,0.05,0.117,0.005,TRUE,TRUE,FALSE,TRUE,3.285549642,3.247397724,-0.038151918,-0.158081082
3/21/2017 0:00,0.032,0.04,0.168,0.039,FALSE,TRUE,TRUE,TRUE,3.401241159,3.389083544,-0.012157615,
4/7/2017 0:00,0.02,0.05,0.117,0.005,TRUE,TRUE,FALSE,TRUE,3.446440901,3.441864371,-0.00457653,
4/26/2017 0:00,0.032,0.04,0.168,0.039,FALSE,TRUE,TRUE,TRUE,3.413757191,3.410687702,-0.003069489,
4/27/2017 0:00,0.02,0.05,0.117,0.005,TRUE,TRUE,FALSE,TRUE,3.427174916,3.397203137,-0.029971779,
8/3/2017 0:00,0.022,0.04,0.118,0.005,TRUE,TRUE,FALSE,TRUE,3.807416955,3.807287909,-0.000129045,
8/4/2017 0:00,0.02,0.05,0.117,0.005,TRUE,TRUE,FALSE,TRUE,3.83541208,3.777368143,-0.058043938,
9/7/2017 0:00,0.022,0.04,0.118,0.005,TRUE,TRUE,FALSE,TRUE,3.865656352,3.85557658,-0.010079772,
5/23/2018 0:00,0.024,0.04,0.118,0.005,TRUE,TRUE,FALSE,TRUE,3.943386711,3.939613101,-0.003773609,
5/24/2018 0:00,0.022,0.04,0.118,0.005,TRUE,TRUE,FALSE,TRUE,3.954568523,3.929381863,-0.02518666,
6/23/2018 0:00,0.022,0.04,0.118,0.005,TRUE,TRUE,FALSE,TRUE,4.063653564,4.063653564,0,
,,,,,,,,,,,-0.305069519,
