Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta
01/05/15,0.022,0.01,0.120,0.004,True,True,True,True,2.2305153661619022590604103410,2.2305153661619022590604103410,0.0000000000000000000000000000
07/09/15,0.020,0.05,0.117,0.005,True,True,False,False,2.3252836694841099190191699214,2.2878496550458155456455877176,-0.0374340144382943733735822038
06/29/16,0.020,0.05,0.117,0.005,True,True,False,True,3.1905759698949990427804270568,3.1854708739521021612539817937,-0.0051050959428968815264452631
06/30/16,0.020,0.05,0.117,0.005,True,True,False,False,3.2320050474857909639684752498,3.1793654656410884226027543781,-0.0526395818447025413657208717
07/05/16,0.020,0.05,0.117,0.005,True,True,False,True,3.2076140532117098915293080504,3.1876085636757793369139495386,-0.0200054895359305546153585118
09/22/16,0.018,0.02,0.116,0.004,True,True,False,True,3.1871594659255802761415612921,3.1839056348380317966728687666,-0.0032538310875484794686925255
10/11/16,0.020,0.05,0.117,0.005,True,True,False,True,3.1535579889256086172744054456,3.1418658393739117606109056211,-0.0116921495516968566634998245
11/09/16,0.022,0.04,0.118,0.005,True,True,False,True,3.2561538378405336125637625674,3.2454974637427162052948098393,-0.0106563740978174072689527281
11/11/16,0.020,0.05,0.117,0.005,True,True,False,True,3.2855496421316966936328223833,3.2473977241192089480476588629,-0.0381519180124877455851635204
03/21/17,0.032,0.04,0.168,0.039,False,True,True,True,3.4012411587845952753185728745,3.3890835436080707082230285420,-0.0121576151765245670955443325
04/07/17,0.020,0.05,0.117,0.005,True,True,False,True,3.4464409009654280655803858994,3.4418643713200818696744153222,-0.0045765296453461959059705772
04/26/17,0.032,0.04,0.168,0.039,False,True,True,True,3.4137571912164988883935923147,3.4106877021278003779528280924,-0.0030694890886985104407642223
04/27/17,0.020,0.05,0.117,0.005,True,True,False,True,3.4271749161251085879124512418,3.3972031371624448343395382607,-0.0299717789626637535729129811
08/03/17,0.022,0.04,0.118,0.005,True,True,False,True,3.8074169545703157176786336910,3.8072879092974713570862143565,-0.0001290452728443605924193345
08/04/17,0.020,0.05,0.117,0.005,True,True,False,True,3.8354120801650754961151344945,3.7773681425752055838124028556,-0.0580439375898699123027316389
09/07/17,0.022,0.04,0.118,0.005,True,True,False,True,3.8656563515866065330790057616,3.8555765800324143127773791217,-0.0100797715541922203016266399
05/23/18,0.024,0.04,0.118,0.005,True,True,False,True,3.9433867106343097127559750015,3.9396131014463115607815271036,-0.0037736091879981519744478979
05/24/18,0.022,0.04,0.118,0.005,True,True,False,True,3.9545685227865473962718923610,3.9293818628023678867392769137,-0.0251866599841795095326154473
06/24/18,0.022,0.04,0.118,0.005,True,True,False,True,4.0636535641745625766002074575,4.0636535641745625766002074575,0
