5/6/2016,12340,12490,12535,12200,274898
5/5/2016,12455,12505,12570,12400,161326
5/4/2016,12475,12715,12740,12455,207928
5/3/2016,12755,12660,12820,12660,111152
5/2/2016,12605,12560,12710,12470,0
4/29/2016,12680,12560,12710,12470,159098
4/28/2016,12480,12830,12915,12430,373434
4/27/2016,12820,12810,12980,12765,225278
4/26/2016,12790,12900,12955,12740,258076
4/25/2016,12885,12850,13075,12700,525606
4/22/2016,12805,12450,12805,12260,548556
4/21/2016,12400,12115,12540,12115,339418
4/20/2016,12075,12055,12120,12025,149904
4/19/2016,12035,12000,12045,11955,126866
4/18/2016,11955,11950,12010,11830,140130
4/15/2016,11960,11995,12020,11925,131570
4/14/2016,11960,12000,12070,11915,168504
4/13/2016,11945,11835,12075,11825,274114
4/12/2016,11785,11750,11820,11750,87924
4/11/2016,11775,11670,11820,11665,143912
4/8/2016,11635,11750,11755,11520,162978
4/7/2016,11780,11765,11815,11745,121118
4/6/2016,11765,11825,11910,11750,149362
4/5/2016,11850,11875,11910,11840,7170
4/1/2016,11865,11765,11900,11750,104802
3/31/2016,11750,11700,11780,11675,88830
3/30/2016,11740,11775,11780,11690,107466
3/29/2016,11755,11750,11880,11700,183126
3/28/2016,11740,11720,11830,11680,164850
3/25/2016,11700,11520,11715,11510,174076
3/24/2016,11525,11495,11640,11465,241820
3/23/2016,11500,11495,11545,11460,95008
3/22/2016,11515,11530,11550,11470,94936
3/21/2016,11485,11425,11580,11400,154720
3/18/2016,11455,11325,11500,11320,158696
3/17/2016,11340,11230,11365,11230,94516
3/16/2016,11275,11245,11305,11200,110250
3/15/2016,11300,11310,11355,11270,125840
3/14/2016,11335,11335,11455,11320,141928
3/11/2016,11375,11300,11375,11245,145504
3/10/2016,11315,11355,11415,11265,168332
3/9/2016,11370,11535,11545,11055,296444
3/8/2016,11535,11475,11595,11410,324148
3/7/2016,11455,11430,11645,11365,353800
3/4/2016,11435,11365,11485,11330,227818
3/3/2016,11365,11305,11370,11280,126498
3/2/2016,11325,11260,11340,11155,181264
3/1/2016,11225,11360,11375,11120,170132
2/29/2016,11300,11310,11420,11290,150710
2/26/2016,11265,11290,11340,11170,218430
2/25/2016,11230,11130,11325,11130,190750
2/24/2016,11150,11205,11210,11085,140616
2/23/2016,11225,11240,11285,11155,161226
2/22/2016,11210,11090,11275,11055,220932
2/19/2016,11060,10970,11085,10925,139926
2/18/2016,10965,10990,11055,10945,122812
2/17/2016,10980,11050,11120,10930,230950
2/16/2016,11045,10880,11070,10830,282232
2/15/2016,10875,10750,10880,10715,76200
2/5/2016,10800,10890,10900,10785,114566
2/4/2016,10900,10710,10930,10705,157238
2/3/2016,10710,10700,10745,10635,105984
2/2/2016,10675,10640,10705,10620,64828
2/1/2016,10645,10760,10830,10590,116952
1/29/2016,10755,10760,10810,10715,53342
1/28/2016,10760,10815,10870,10745,86776
1/27/2016,10785,10750,10835,10720,111832
1/26/2016,10725,10725,10750,10685,84460
1/25/2016,10710,10835,10950,10680,191878
1/22/2016,10815,10675,10815,10650,198820
1/21/2016,10655,10685,10695,10615,121300
1/20/2016,10690,10810,10820,10650,176180
1/19/2016,10810,10715,10815,10700,154372
1/18/2016,10725,10630,10795,10625,179042
1/15/2016,10650,10695,10750,10645,194338
1/14/2016,10700,10565,10770,10555,279564
1/13/2016,10595,10605,10660,10500,425636
1/12/2016,10580,10805,10860,10565,455630
1/11/2016,10815,10745,10890,10740,354386
1/8/2016,10745,10660,10765,10590,293130
1/7/2016,10675,10665,10725,10610,233816
1/6/2016,10685,10720,10745,10640,203524
1/5/2016,10770,10600,10780,10565,262764
1/4/2016,10630,10850,10850,10605,218568
12/31/2015,10820,10740,10880,10730,171442
12/30/2015,10785,10745,10875,10715,230546
12/29/2015,10705,10530,10720,10530,237756
12/28/2015,10555,10895,10900,10535,253944
12/25/2015,10885,10880,10910,10835,117618
12/24/2015,10885,10860,10920,10820,150240
12/23/2015,10830,10770,10865,10705,123734
12/22/2015,10770,10760,10855,10705,117566
12/21/2015,10790,10695,10810,10590,152920
12/18/2015,10635,10470,10670,10450,151058
12/17/2015,10495,10490,10590,10425,187028
12/16/2015,10485,10495,10550,10435,275786
12/15/2015,10500,10520,10650,10490,366546
12/14/2015,10590,10620,10705,10535,441046
12/11/2015,10665,10355,10680,10325,497982
12/10/2015,10375,10470,10600,10275,697722
12/9/2015,10455,10260,10510,10210,444832
12/8/2015,10330,10255,10385,10195,428454
12/7/2015,10290,10390,10430,10205,390364
12/4/2015,10270,10195,10305,10085,415368
12/3/2015,10180,10150,10285,10135,273672
12/2/2015,10190,10070,10395,10055,338730
12/1/2015,10110,10050,10160,9965,249800
11/30/2015,10050,10360,10400,9985,384728
11/27/2015,10365,10150,10405,10105,413112
11/26/2015,10140,9750,10140,9680,339974
11/25/2015,9805,9670,9900,9590,237152
11/24/2015,9710,9810,9815,9550,254224
11/23/2015,9810,9920,10010,9700,190074
