Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta
01/04/16,0.025,0.02,0.188,0.012,False,True,True,True,0.6744982057889444472694231183,0.6744982057889444472694231183,0.0000000000000000000000000000
01/08/16,0.039,0.04,0.172,0.009,False,True,True,False,0.6475378354682552718398073893,0.6463457131203227463896577224,-0.0011921223479325254501496669
01/15/16,0.025,0.02,0.188,0.012,False,True,True,True,0.6563163876071262654512413001,0.6387341068302438787792170216,-0.0175822807768823866720242785
02/23/16,0.025,0.04,0.186,0.013,False,True,False,True,0.7590207224597557626600887986,0.7501580298358652683837926198,-0.0088626926238904942762961788
03/01/16,0.030,0.01,0.190,0.002,False,False,False,True,0.7315861050042273594132493815,0.7245482496842386533080448477,-0.0070378553199887061052045338
03/03/16,0.025,0.04,0.186,0.013,False,True,False,True,0.7330428225959894791693001568,0.7229280963462187014045913728,-0.0101147262497707777647087840
03/09/16,0.008,0.05,0.190,0.011,True,False,False,False,0.8567431665485970289112373564,0.7759876078720630988012019973,-0.0807555586765339301100353591
03/18/16,0.025,0.04,0.186,0.013,False,True,False,True,0.8250673624732900926662326721,0.8126566892276983430273882678,-0.0124106732455917496388444043
04/01/16,0.025,0.02,0.188,0.012,False,True,True,True,0.9011318218071019291611527223,0.9010465979617280350919051592,-0.0000852238453738940692475631
04/07/16,0.026,0.03,0.191,0.002,False,False,False,True,0.9169829797424998233210424169,0.9167982324621793882773507629,-0.0001847472803204350436916540
04/08/16,0.028,0.02,0.200,0.009,False,True,False,True,0.9237018718427819120978417745,0.8935279454792816221288518447,-0.0301739263635002899689899298
04/20/16,0.025,0.04,0.186,0.013,False,True,False,True,1.0134327800616268404587728821,0.9724085075485684306363947334,-0.0410242725130584098223781487
05/18/16,0.017,0.04,0.192,0.013,False,False,False,True,1.2114574118866041912406294130,1.2028079514011374936178974495,-0.0086494604854666976227319635
05/20/16,0.011,0.02,0.191,0.013,False,False,False,True,1.2260995047828580344596233890,1.2066518199250489269330715275,-0.0194476848578091075265518615
05/23/16,0.017,0.04,0.192,0.013,False,False,False,True,1.2643189234637120986237661540,1.2262050914333644055199839089,-0.0381138320303476931037822451
06/06/16,0.021,0.03,0.184,0.010,False,False,False,True,1.2234051894131657160718536723,1.2062149479285439029051117197,-0.0171902414846218131667419526
07/18/16,0.017,0.04,0.192,0.013,False,False,False,True,1.4027376329538615344252413812,1.3294205441576493671117885246,-0.0733170887962121673134528566
07/26/16,0.021,0.03,0.184,0.010,False,False,False,True,1.3836715563033983549660395367,1.3620508095122788543207247705,-0.0216207467911195006453147662
09/07/16,0.018,0.09,0.161,0.002,False,True,True,True,1.3872331427693973730223778234,1.3658577911212121201482257716,-0.0213753516481852528741520518
09/09/16,0.021,0.03,0.184,0.010,False,False,False,True,1.3800278316070420796623958120,1.3747687553050099086349134360,-0.0052590763020321710274823760
09/12/16,0.018,0.09,0.161,0.002,False,True,True,True,1.3936433991796537832787880798,1.3585703417284995695409383222,-0.0350730574511542137378497576
09/23/16,0.021,0.03,0.184,0.010,False,False,False,True,1.3836715563033983549660395367,1.3715636270998817035067083077,-0.0121079292035166514593312290
09/27/16,0.018,0.09,0.161,0.002,False,True,True,True,1.3836718892081438117688165699,1.3699063741171635371522743546,-0.0137655150909802746165422153
10/11/16,0.021,0.03,0.184,0.010,False,False,False,True,1.4124164955746534156947844760,1.3462787268149814186064234075,-0.0661377687596719970883610685
11/21/16,0.031,0.03,0.164,0.002,False,False,False,True,1.5374420725513619169747612596,1.5268094441751527435928981770,-0.0106326283762091733818630826
11/22/16,0.021,0.03,0.184,0.010,False,False,False,True,1.5894734861699033997608771796,1.4823035044220316629331908208,-0.1071699817478717368276863588
12/06/16,0.026,0.03,0.188,0.010,False,False,False,True,1.6607152310757029911613672743,1.6430394172381405790852497666,-0.0176758138375624120761175077
