Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta
4/18/2016 0:00,0.039,0,0.089,0.008,FALSE,TRUE,TRUE,TRUE,1.102948627,1.102948627,0
4/19/2016 0:00,0.017,0.03,0.062,0.001,TRUE,FALSE,FALSE,TRUE,1.067765212,1.058918777,-0.008846435
4/21/2016 0:00,0.039,0,0.089,0.008,FALSE,TRUE,TRUE,TRUE,1.087265182,1.070233031,-0.017032151
4/22/2016 0:00,0.025,0.04,0.186,0.013,FALSE,TRUE,FALSE,TRUE,1.097488953,1.038073081,-0.059415871
4/29/2016 0:00,0.017,0.03,0.062,0.001,TRUE,FALSE,FALSE,TRUE,1.129424269,1.126750606,-0.002673663
5/3/2016 0:00,0.025,0.04,0.186,0.013,FALSE,TRUE,FALSE,TRUE,1.180170137,1.084204305,-0.095965832
5/17/2016 0:00,0,0.08,0.116,0.006,TRUE,FALSE,FALSE,TRUE,1.23986266,1.219028907,-0.020833753
5/18/2016 0:00,0.017,0.04,0.193,0.013,FALSE,FALSE,FALSE,TRUE,1.211457412,1.186442201,-0.025015211
5/20/2016 0:00,0.011,0.02,0.193,0.013,FALSE,FALSE,FALSE,FALSE,1.226099505,1.20665182,-0.019447685
5/23/2016 0:00,0.017,0.04,0.193,0.013,FALSE,FALSE,FALSE,TRUE,1.264318923,1.226205091,-0.038113832
5/27/2016 0:00,0.039,0,0.089,0.008,FALSE,TRUE,TRUE,TRUE,1.223085443,1.204904332,-0.018181111
5/30/2016 0:00,0.017,0.04,0.193,0.013,FALSE,FALSE,FALSE,TRUE,1.21757362,1.209425527,-0.008148093
6/6/2016 0:00,0.021,0.03,0.186,0.01,FALSE,FALSE,FALSE,TRUE,1.223405189,1.206214948,-0.017190241
6/14/2016 0:00,0.039,0,0.089,0.008,FALSE,TRUE,TRUE,TRUE,1.256772265,1.223405189,-0.033367076
6/22/2016 0:00,0.021,0.03,0.186,0.01,FALSE,FALSE,FALSE,TRUE,1.250035125,1.231499934,-0.018535191
7/18/2016 0:00,0.017,0.04,0.193,0.013,FALSE,FALSE,FALSE,TRUE,1.402737633,1.329420544,-0.073317089
7/21/2016 0:00,0.019,0.1,0.074,0.001,TRUE,TRUE,FALSE,FALSE,1.384298532,1.373995565,-0.010302967
7/22/2016 0:00,0.017,0.04,0.193,0.013,FALSE,FALSE,FALSE,TRUE,1.402737633,1.352624324,-0.050113309
7/26/2016 0:00,0.019,0.1,0.074,0.001,TRUE,TRUE,FALSE,FALSE,1.397461839,1.36205081,-0.035411029
7/28/2016 0:00,0.021,0.03,0.186,0.01,FALSE,FALSE,FALSE,TRUE,1.412011637,1.391961518,-0.02005012
9/6/2016 0:00,0.022,0.12,0.16,0.002,FALSE,TRUE,TRUE,TRUE,1.412532742,1.39946103,-0.013071712
10/11/2016 0:00,0.021,0.03,0.186,0.01,FALSE,FALSE,FALSE,TRUE,1.412416496,1.401136731,-0.011279765
11/21/2016 0:00,0.031,0.03,0.164,0.002,FALSE,FALSE,FALSE,TRUE,1.537442073,1.526809444,-0.010632628
11/22/2016 0:00,0.021,0.03,0.186,0.01,FALSE,FALSE,FALSE,TRUE,1.589473486,1.482303504,-0.107169982
12/6/2016 0:00,0.026,0.03,0.189,0.01,FALSE,FALSE,FALSE,TRUE,1.660715231,1.643039417,-0.017675814
12/14/2016 0:00,0.021,0.03,0.186,0.01,FALSE,FALSE,FALSE,TRUE,1.67243257,1.636449638,-0.035982932
1/16/2017 0:00,0.026,0.03,0.086,0.001,TRUE,FALSE,FALSE,FALSE,1.734233178,1.672695175,-0.061538003
1/24/2017 0:00,0.023,0.12,0.072,0.009,TRUE,TRUE,FALSE,FALSE,1.788413021,1.763210078,-0.025202943
2/3/2017 0:00,0.026,0.03,0.086,0.001,TRUE,FALSE,FALSE,FALSE,1.817956572,1.742703839,-0.075252733
3/15/2017 0:00,0.014,0.06,0.084,0.016,TRUE,FALSE,FALSE,FALSE,1.875546751,1.862375835,-0.013170916
