Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta
01/03/17,0.031,0.01,0.035,0.022,False,True,True,False,1.3028568977128529298760053560,1.3028568977128529298760053560,0
01/13/17,0.031,0.07,0.033,0.028,False,False,False,False,1.3046228611878114641052507571,1,-0.3046228611878114641052507571
04/10/17,0.03,0.04,0.033,0.028,False,False,False,False,1.4464474114377182431563066454,1,-0.4464474114377182431563066454
09/06/17,0.022,0.03,0.065,0.023,False,True,True,False,1.6650026828954475644252850355,1,-0.6650026828954475644252850355
11/20/17,0.025,0.03,0.065,0.023,False,True,True,False,1.8222932767059858410658806197,1,-0.8222932767059858410658806197
11/29/17,0.022,0.03,0.065,0.023,False,True,True,False,1.8212285335267479400222666192,1,-0.8212285335267479400222666192
01/15/18,0.025,0.03,0.042,0.013,False,False,False,False,1.8251441095691916217382822443,1,-0.8251441095691916217382822443
01/18/18,0.03,0.04,0.033,0.028,False,False,False,False,1.8434268051326544925355550894,1,-0.8434268051326544925355550894
01/19/18,0.025,0.03,0.042,0.013,False,False,False,False,1.8662143317914138439605044665,1,-0.8662143317914138439605044665
01/31/18,0.03,0.04,0.033,0.028,False,False,False,False,1.9087405366283155440924718837,1,-0.9087405366283155440924718837
02/07/18,0.026,0.02,0.041,0.012,False,True,False,False,1.9120818453248807046738186671,1,-0.9120818453248807046738186671
02/09/18,0.03,0.04,0.033,0.028,False,False,False,False,1.9087405366283155440924718837,1,-0.9087405366283155440924718837
06/21/18,0.033,0.07,0.032,0.028,False,False,False,False,1.9973743123064488454556389488,1,-0.9973743123064488454556389488
06/24/18,0.033,0.07,0.032,0.028,False,False,False,False,2.0290293691797404423165859552,2.0290293691797404423165859552,0
