Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Gain,TotalDelta,Profit
01/03/17,0.034,0.17,0.150,0.027,False,False,False,False,1.2613461613326357831362126581,1.2613461613326357831362126581,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000
01/16/17,0.003,0.24,0.049,0.012,False,False,False,True,1.1984444104412128171427842558,1.1952737963614768948299724903,-0.0033306140797359223128117655,-0.0629017508914229659934284023,-0.0033306140797359223128117655,-0.0662323649711588883062401678
01/17/17,0.034,0.17,0.150,0.027,False,False,False,False,1.2137321078454831874361602197,1.1784444104412128171427842558,-0.0398179600729074489986245695,-0.0476140534871525957000524384,-0.0431485741526433713114363350,-0.0907626276397959670114887734
01/23/17,0.003,0.24,0.049,0.012,False,False,False,True,1.1974216831684855444155115285,1.1962176872896363075200616355,-0.0046416928803270459243863473,-0.0639244781641502387207011296,-0.0477902670329704172358226823,-0.1117147451971206559565238119
01/24/17,0.034,0.17,0.150,0.027,False,False,False,False,1.2027200470169567060517868584,1.1903762286230309989609660740,-0.0125038183939257070908207844,-0.0586261143156790770844257997,-0.0602940854268961243266434667,-0.1189201997425752014110692664
01/25/17,0.003,0.24,0.049,0.012,False,False,False,True,1.2233307740775764535064206194,1.1723057837762645193711366224,-0.0439740568980607542716237977,-0.0380153872550593296297920387,-0.1042681423249568785982672644,-0.1422835295800162082280593031
02/03/17,0.005,0.10,0.069,0.012,False,True,True,True,1.1975629378679431421598902587,1.1655869485249149962166323338,-0.0304374583154236359106328763,-0.0637832234646926409763223994,-0.1347056006403805145089001407,-0.1984888241050731554852225401
02/15/17,0.034,0.11,0.094,0.020,False,True,False,False,1.1957690880675162094846484350,1.1725355464217481353759298591,-0.0240283279343842399995353343,-0.0655770732651195736515642231,-0.1587339285747647545084354750,-0.2243110018398843281599996981
02/27/17,0.034,0.11,0.096,0.020,False,True,False,False,1.2511012928918920029675092052,1.2474219661422083506558285297,-0.0069291354550643808816928451,-0.0102448684407437801687034529,-0.1656630640298291353901283201,-0.1759079324705729155588317730
03/01/17,0.034,0.17,0.150,0.027,False,False,False,False,1.2618705451816132346307066277,1.2471314883433739546610563283,-0.0069568264589349625426270517,0.0005243838489774514944939696,-0.1726198904887640979327553718,-0.1720955066397866464382614022
