Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Profit
01/04/16,0.016,0,0.052,0.002,False,True,False,False,1.1951488947783875023050684709,1.1951488947783875023050684709,0.0000000000000000000000000000,0.0000000000000000000000000000
01/18/16,0.025,0.15,0.049,0.027,False,True,True,False,1.1732186944487567753370949908,1.2480465121417315537520138085,0.0748278176929747784149188177,0.0528976173633440514469453376
01/19/16,0.021,0.11,0.053,0.029,False,False,False,False,1.1696165536684960616544826747,1.1667878262815542029898281097,-0.0028287273869418586646545650,0.0464667491961414790996784565
02/22/16,0.010,0,0.046,0.018,False,True,False,False,1.2053054742938899400238065676,1.1864019046349253597216240785,-0.0189035696589645803021824891,0.0632521001625707771668198603
02/24/16,0.021,0.11,0.053,0.029,False,False,False,False,1.2092910195891471298131805384,1.1815712970787000666060850486,-0.0277197225104470632070954898,0.0395179229473809037490983413
04/08/16,0.015,0.01,0.069,0.038,False,True,True,False,1.2850939236387319884626145562,1.2846568264172332734208800863,-0.0004370972214987150417344699,0.1148837297754670473567978892
04/13/16,0.021,0.11,0.053,0.029,False,False,False,False,1.2941260739284697349335846929,1.2877377064815346259717377022,-0.0063883674469351089618469907,0.1175275126182696848659210352
04/21/16,0.030,0.18,0.040,0.028,False,False,False,False,1.3945972073955312808472636425,1.3100264699082520795713710514,-0.0845707374872792012758925911,0.1334279085980520295037073937
05/11/16,0.015,0.01,0.068,0.037,False,True,True,False,1.3398391041643056680310327028,1.3561618181374470682437224296,0.0163227139731414002126897268,0.0949925193399678169001661808
05/12/16,0.016,0,0.052,0.002,False,True,False,False,1.3256665051832587104194772911,1.3530342031275478923477150780,0.0273676979442891819282377869,0.1081876183032100412168485560
05/13/16,0.016,0.01,0.068,0.037,False,True,True,False,1.3515162497314395532610117326,1.2990604643276264608124393866,-0.0524557854038130924485723460,0.0815815774475777916098106515
05/24/16,0.015,0.01,0.068,0.037,False,True,True,False,1.3219959921307429044399026411,1.2928486305243550339032323425,-0.0291473616063878705366702986,0.0229139582404932722520312614
05/26/16,0.029,0.17,0.040,0.029,False,False,False,False,1.3263702209516927758948065295,1.3181449009882525321677588670,-0.0082253199634402437270476625,0.0190628670980028999798874873
06/02/16,0.015,0.01,0.068,0.037,False,True,True,False,1.3591049635664549992679505290,1.3323081851191781528044561128,-0.0267967784472768464634944162,0.0250008312654882768895370706
06/07/16,0.029,0.17,0.040,0.029,False,False,False,False,1.3657894275556444698677881015,1.3624805949099329797246679555,-0.0033088326457114901431201460,0.0283764626089662573462544971
06/08/16,0.021,0.11,0.053,0.029,False,False,False,False,1.3693642112883570348658675531,1.3478325499869547174614256125,-0.0215316613014023174044419406,0.0104195850402765049398920081
06/13/16,0.022,0.13,0.054,0.029,False,False,False,False,1.3764181172334815813708253595,1.4114865280157770429663130776,0.0350684107822954615954877181,0.0525419017676965130403375326
06/15/16,0.030,0.18,0.040,0.028,False,False,False,False,1.3602145558520210284066716546,1.3377528726485579115267908080,-0.0224616832034631168798808466,0.0138766571827728431963029811
06/17/16,0.015,0.01,0.068,0.037,False,True,True,False,1.3328420845291785068529093458,1.3136802733492109871927338501,-0.0191618111799675196601754957,-0.0326576253200371980176348234
06/28/16,0.016,0.01,0.068,0.037,False,True,True,False,1.3586736179947641059366239829,1.3929723028363405137468197249,0.0342986848415764078101957420,0.0274725929871248088762755557
06/30/16,0.015,0.01,0.068,0.037,False,True,True,False,1.3661513330014856802924904521,1.3318526481599092724822947101,-0.0342986848415764078101957420,0.0006516231522699754219462829
07/05/16,0.022,0.13,0.054,0.029,False,False,False,False,1.3804209918693977596399202171,1.3531390226882752873281952433,-0.0272819691811224723117249738,-0.0123606871609404175423489259
07/07/16,0.021,0.11,0.053,0.029,False,False,False,False,1.4043625673383791992127784090,1.3593325920875338961468233805,-0.0450299752508453030659550285,-0.0334490869428042810354457625
07/13/16,0.015,0.01,0.068,0.037,False,True,True,False,1.4147503970958582257168208357,1.3889206111411940591220419361,-0.0258297859546641665947788996,-0.0488910431399894211261822354
07/19/16,0.017,0.06,0.066,0.037,False,True,True,False,1.4982609705129420839023194545,1.4649307756122672588291252461,-0.0333301949006748250731942084,0.0012893353764196119861221750
07/20/16,0.030,0.18,0.040,0.028,False,False,False,False,1.4651512433275118840138968952,1.4481989703417759671860463114,-0.0169522729857359168278505838,-0.0487726647947465047301509681
07/21/16,0.016,0.01,0.068,0.037,False,True,True,False,1.4761675906526477646517832046,1.4469767358888307420758188896,-0.0291908547638170225759643150,-0.0669471722334276466682289737
