Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Gain,TotalDelta,Profit
01/04/16,0.020,0.12,0.045,0.003,False,False,False,True,1.2464558821624414244521641141,1.2464558821624414244521641141,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000
03/04/16,0.020,0.11,0.049,0.003,False,False,False,True,1.2956607535632531553224946192,1.2863813736701964982401185547,-0.0329490361800885384090275972,0.0492048714008117308703305051,-0.0329490361800885384090275972,0.0162558352207231924613029079
03/22/16,0.016,0,0.052,0.002,False,True,False,False,1.3317023029754035505480098442,1.3069590477590883347642314380,-0.0249568721186636911519008773,0.0852464208129621260958457301,-0.0579059082987522295609284745,0.0273405125142098965349172556
03/23/16,0.020,0.11,0.049,0.003,False,False,False,True,1.2905559764574884927733169604,1.2859010208996181166720049973,-0.0047958726926086280575595875,0.0441000942950470683211528463,-0.0627017809913608576184880620,-0.0186016866963137892973352157
04/21/16,0.016,0,0.052,0.002,False,True,False,False,1.4033186357489180386423693431,1.3583401626120047816831450377,-0.0366611753227582640601801598,0.1568627535864766141902052290,-0.0993629563141191216786682218,0.0574997972723574925115370072
05/09/16,0.020,0.11,0.049,0.003,False,False,False,True,1.3765121725450094612528844918,1.3599268827164050098541032470,-0.0159835505254655541145534480,0.1300562903825680368007203777,-0.1153465068395846757932216698,0.0147097835429833610074987079
05/13/16,0.015,0.01,0.068,0.037,False,True,True,False,1.3789515083769024798984260561,1.3589903710905834231457681284,-0.0244640186044605075396503507,0.1324956262144610554462619420,-0.1398105254440451833328720205,-0.0073148992295841278866100785
05/17/16,0.020,0.11,0.049,0.003,False,False,False,True,1.3627494937255676002641061444,1.3402558562029894364201651865,-0.0226496375225781638439409579,0.1162936115631261758119420303,-0.1624601629666233471768129784,-0.0461665514034971713648709481
05/25/16,0.029,0.17,0.040,0.029,False,False,False,True,1.3516884905756225588619491656,1.3322719830845955379178286730,-0.0202864583488432775191347931,0.1052326084131811344097850515,-0.1827466213154666246959477715,-0.0775140129022854902861627200
06/16/16,0.020,0.12,0.045,0.002,False,False,False,True,1.3816839985256548255853816651,1.3430756139538810640103901662,-0.0603865538235301068203795292,0.1352281163632134011332175510,-0.2431331751389967315163273007,-0.1079050587757833303831097497
06/20/16,0.021,0.11,0.053,0.029,False,False,False,False,1.3583235545254339194555260960,1.3579451261220939947248475405,0.0020620107657995411446923644,0.1118676723629924950033619819,-0.2410711643731971903716349363,-0.1292034920102046953682729544
06/22/16,0.020,0.11,0.049,0.003,False,False,False,True,1.3646606372660009991782509781,1.3583235545254339194555260960,-0.0064930827405670797227248821,0.1182047551035595747260868640,-0.2475642471137642700943598184,-0.1293594920102046953682729544
07/20/16,0.015,0.01,0.068,0.037,False,True,True,False,1.4915383144149280127093913215,1.4657758145707421422096373773,-0.0312216807202109499377639026,0.2450824322524865882572272074,-0.2787859278339752200321237210,-0.0337034955814886317748965136
07/28/16,0.020,0.11,0.049,0.003,False,False,False,True,1.4675692309354861409181768710,1.4632334277181285030363461904,-0.0044918032173576378818306806,0.2211133487730447164660127569,-0.2832777310513328579139544016,-0.0621643822782881414479416447
09/29/16,0.020,0.11,0.048,0.003,False,False,False,True,1.5679560074310051827291665532,1.5567909510328140786321685422,-0.0629340387771224419272842129,0.3215001252685637582770024391,-0.3462117698284552998412386145,-0.0247116445598915415642361754
10/14/16,0.021,0.11,0.049,0.003,False,False,False,True,1.5732838859418430585508028395,1.5375832436242996576249103462,-0.0395901202512820073830410125,0.3268280037794016340986387254,-0.3858018900797373072242796270,-0.0589738863003356731256409016
10/31/16,0.020,0.11,0.048,0.003,False,False,False,True,1.5956431180811958966993672424,1.5906324645922114631329504997,-0.0077528603855361577043477772,0.3491872359187544722472031283,-0.3935547504652734649286274042,-0.0443675145465189926814242759
01/03/17,0.020,0.11,0.048,0.003,False,False,False,True,1.7760393205188912591708362183,1.7760393205188912591708362183,0.0000000000000000000000000000,0.5295834383564498347186721042,-0.3935547504652734649286274042,0.1360286878911763697900447000
01/02/18,0.020,0.11,0.048,0.003,False,False,False,True,1.7965244165271223144746281690,1.7965244165271223144746281690,0.0000000000000000000000000000,0.5500685343646808900224640549,-0.3935547504652734649286274042,0.1565137838994074250938366507
08/19/18,0.020,0.12,0.045,0.002,False,False,False,True,1.9899795417871573403288345104,1.9899795417871573403288345104,0,0.7435236596247159158766703963,-0.3935547504652734649286274042,0.3499689091594424509480429921
