Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Gain,TotalDelta,Profit
01/03/17,0.030,0.09,0.042,0.011,False,False,False,True,1.4324802211547330020063859472,1.4324802211547330020063859472,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000
01/26/17,0.020,0.02,0.025,0.006,False,True,True,True,1.4105290959390293655491461267,1.3780985973140655933853295783,-0.1123310866237097942290489741,-0.0219511252157036364572398205,-0.1123310866237097942290489741,-0.1342822118394134306862887946
03/09/17,0.031,0.07,0.033,0.028,False,False,False,False,1.4902886266020780674733655360,1.4380478142637303343563704600,-0.0572665408111291848582285918,0.0578084054473450654669795888,-0.1695976274348389790872775659,-0.1117892219874939136202979771
03/31/17,0.021,0.02,0.044,0.008,False,True,True,True,1.5015808452260634969427377679,1.4405055207974994081441650580,-0.0981170871860190952278484055,0.0691006240713304949363518207,-0.2677147146208580743151259714,-0.1986140905495275793787741507
06/27/17,0.030,0.04,0.033,0.028,False,False,False,False,1.6487325547997400491088535472,1.5989829518760934203128565018,-0.0500042068659681985400504978,0.2162523336450070471024676000,-0.3177189214868262728551764692,-0.1014665878418192257527088692
07/14/17,0.021,0.02,0.044,0.008,False,True,True,True,1.6501911813903535890801682128,1.6305796463593001392108808428,-0.0491176883428367471396991938,0.2177109602356205870737822656,-0.3668366098296630199948756630,-0.1491256495940424329210933974
08/09/17,0.030,0.03,0.038,0.013,False,False,False,True,1.6862906522267035493920267215,1.6662183223613595507738844290,-0.0211573491525658931986871261,0.2538104310719705473856407743,-0.3879939589822289131935627891,-0.1341835279102583658079220148
09/01/17,0.021,0.02,0.044,0.008,False,True,True,True,1.7008531335503095558304095206,1.6827590070078210078704328245,-0.0622292773763089569464802684,0.2683729123955765538240235734,-0.4502232363585378701400430575,-0.1818503239629613163160194841
11/03/17,0.022,0.03,0.065,0.023,False,True,True,False,1.8844945021354788561588393131,1.8543656074749317656727894571,-0.0302488946605470904860498560,0.4520142809807458541524533659,-0.4804721310190849606260929135,-0.0284578500383391064736395476
01/16/18,0.025,0.02,0.042,0.013,False,False,False,True,1.8899576162022682579568404837,1.7967318009444986161119268173,-0.1131235930355474196226914442,0.4574773950475352559504545365,-0.5935957240546323802487843577,-0.1361183290070971242983298212
02/07/18,0.030,0.03,0.038,0.013,False,False,False,True,1.9454691437042860229814579633,1.9208468214122523373823023152,-0.0711702748277088451477664149,0.5129889225495530209750720161,-0.6647659988823412253965507726,-0.1517770763327882044214787565
03/01/18,0.030,0.04,0.033,0.028,False,False,False,False,1.9852868002259080566620076843,1.9744113176337598654796425772,-0.0397811154028507399122874686,0.5528065790711750546556217371,-0.7045471142851919653088382412,-0.1517405352140169106532165041
03/30/18,0.027,0.07,0.053,0.013,False,True,False,True,2.0277039410438961687927525454,1.9726407549223649514426041207,-0.0886874250017184918963029726,0.5952237198891631667863665982,-0.7932345392869104572051412138,-0.1980108193977472904187746156
08/19/18,0.027,0.07,0.053,0.013,False,True,False,True,2.0383665952803162669272344448,2.0383665952803162669272344448,0,0.6058863741255832649208484976,-0.7932345392869104572051412138,-0.1873481651613271922842927162
