Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Profit
01/03/17,0.020,0.02,0.025,0.006,False,True,True,True,1.4210929389985072345616888811,1.4210929389985072345616888811,0.0000000000000000000000000000,0.0000000000000000000000000000
01/05/17,0.030,0.10,0.041,0.011,False,False,False,True,1.3784805818807422958687870955,1.3748990160960129034959292439,-0.0035815657847293923728578516,-0.0461939229024943310657596372
01/06/17,0.020,0.02,0.025,0.006,False,True,True,True,1.3869784295857489738771609155,1.3732784064255519435396312667,-0.0137000231601970303375296488,-0.0513960983576846833949154660
01/09/17,0.030,0.10,0.041,0.011,False,False,False,True,1.3917224830394086472520928416,1.3746619087354878214518598581,-0.0170605743039208258002329835,-0.0637126192079458358202165234
01/17/17,0.020,0.02,0.025,0.006,False,True,True,True,1.3930855599673044232736967748,1.3781258880997065900281628345,-0.0149596718675978332455339403,-0.0773092141476478930441465305
01/20/17,0.030,0.09,0.042,0.011,False,False,False,True,1.3873680204144436882749502637,1.3935642801798427891782624654,0.0061962597653991009033122017,-0.0768304939351095271395808399
02/03/17,0.020,0.01,0.025,0.006,False,True,True,True,1.3951768079633613394862252950,1.3382748383190662032157967084,-0.0569019696442951362704285866,-0.1259236760304870121987343952
02/06/17,0.031,0.07,0.033,0.028,False,False,False,False,1.4119384887295796237796936793,1.3830317134173969195144488689,-0.0289067753121827042652448104,-0.1380687705764514321705108213
02/13/17,0.020,0.01,0.025,0.006,False,True,True,True,1.4065899889054334451042557769,1.3836290565962191857178961609,-0.0229609323092142593863596160,-0.1663782027098118702323083397
02/16/17,0.031,0.07,0.033,0.028,False,False,False,False,1.3980841667035032060453947493,1.3808731674324591337267885802,-0.0172109992710440723186061691,-0.1920950241827861816097755364
02/22/17,0.020,0.02,0.025,0.006,False,True,True,True,1.4109327218976570985337831348,1.4289570424761351353644773760,0.0180243205784780368306942412,-0.1612221484101542522906929097
02/27/17,0.031,0.07,0.033,0.028,False,False,False,False,1.4184617981337277886934376908,1.4469321293715657507613670199,0.0284703312378379620679293291,-0.1252227409362456000631090246
03/09/17,0.021,0.02,0.044,0.008,False,True,True,True,1.4641868525511265210601723244,1.4902886266020780674733655360,0.0261017740509515464131932116,-0.0533959124678953212831811794
03/13/17,0.020,0.02,0.025,0.006,False,True,True,True,1.4335260968735985753399484604,1.4217889261643576083828791007,-0.0117371707092409669570693597,-0.0957938388546642339604744031
03/16/17,0.031,0.07,0.033,0.027,False,False,False,False,1.4228610818582255129524264105,1.4153501941206489864947571840,-0.0075108877375765264576692265,-0.1139697416076138228056656795
03/17/17,0.021,0.02,0.044,0.008,False,True,True,True,1.4229941462195881985991992001,1.4104570653195367947008020750,-0.0125370809000514038983971251,-0.1263737581463025410572900150
03/28/17,0.021,0.03,0.044,0.008,False,True,True,True,1.4727988355559613172306700502,1.4749969942943864783091973952,0.0021981587384251610785273450,-0.0743709100715042613472918199
06/12/17,0.021,0.02,0.044,0.008,False,True,True,True,1.6176607266678160755130714977,1.6140649122705023733515797884,-0.0035958143973137021614917093,0.0668951666430367947736179183
06/13/17,0.021,0.03,0.044,0.008,False,True,True,True,1.6320708246596450769258877702,1.6356666390569587790873794795,0.0035958143973137021614917093,0.0849010790321794983479259001
06/16/17,0.03,0.04,0.033,0.028,False,False,False,False,1.6206424404912385111051780612,1.6178273417249501024566590682,-0.0028150987662884086485189930,0.0706575960974845238786971981
06/19/17,0.021,0.02,0.044,0.008,False,True,True,True,1.6173919817067840948627086920,1.6247436024871373491092792232,0.0073516207803532542465705312,0.0747587580933833618827983601
06/20/17,0.03,0.03,0.033,0.028,False,False,False,False,1.6223804043551886211660464856,1.6061046933434409075474708527,-0.0162757110117477136185756329,0.0634714697300401745675605208
06/21/17,0.021,0.02,0.044,0.008,False,True,True,True,1.6144357871354323077087178294,1.6138988722074458031085909453,-0.0005369149279865046001268841,0.0549899375822973565101049805
06/23/17,0.03,0.03,0.033,0.028,False,False,False,False,1.6337347135207152969526401929,1.5949517774606137105574144163,-0.0387829360601015863952257766,0.0355059279074787593588015674
07/12/17,0.021,0.02,0.044,0.008,False,True,True,True,1.6388810965647173968087261769,1.6284098782946256127571451517,-0.0104712182700917840515810252,0.0301810926813890751633065262
07/13/17,0.021,0.03,0.044,0.008,False,True,True,True,1.6409403245802217907829554856,1.6445361389775354929444471949,0.0035958143973137021614917093,0.0358361350942071712990275442
08/09/17,0.03,0.04,0.033,0.028,False,False,False,False,1.6830509943043988632796000943,1.6626225079640458486123927197,-0.0204284863403530146672073746,0.0575183184780312291284647783
08/21/17,0.021,0.03,0.044,0.008,False,True,True,True,1.6999570736015662550290017342,1.6562239723352785911150539762,-0.0437331012662876639139477580,0.0306912965089109569639186602
08/23/17,0.030,0.03,0.038,0.013,False,False,False,True,1.6726334509486752775693481900,1.6713250431135616487825054667,-0.0013084078351136287868427233,0.0020592660209063507174223927
08/25/17,0.021,0.03,0.044,0.008,False,True,True,True,1.6932924670312641777152101388,1.6866997887737172694531359878,-0.0065926782575469082620741510,0.0161256038459483426012101905
08/28/17,0.03,0.04,0.033,0.028,False,False,False,False,1.6909892458429343702389771445,1.6851484464568964108913781628,-0.0058407993860379593475989817,0.0079815832715805757773782145
