Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta
01/03/17,0.038,0.10,0.059,0.011,False,True,True,True,1.5292582078210653281337840537,1.5292582078210653281337840537,0.0000000000000000000000000000
01/09/17,0.038,0.09,0.059,0.011,False,True,True,True,1.5315543491977830427209866625,1.5210905560209578590311510607,-0.0104637931768251836898356018
01/25/17,0.024,0.09,0.049,0.008,False,True,True,True,1.5443305268493138892856478798,1.5425212258927765787358962905,-0.0018093009565373105497515893
02/16/17,0.011,0.02,0.052,0.006,False,True,True,True,1.5279239361931310973698648980,1.4986992904067976203051706564,-0.0292246457863334770646942416
02/17/17,0.038,0.09,0.059,0.011,False,True,True,True,1.5185381928502830236163806348,1.5173128132293079278949664453,-0.0012253796209750957214141895
03/08/17,0.011,0.02,0.052,0.006,False,True,True,True,1.5619339226881339150741986006,1.5468507980052296359171752333,-0.0150831246829042791570233673
03/13/17,0.039,0.09,0.059,0.009,False,True,True,True,1.5549909781237862568391180561,1.5099813799091119461244756766,-0.0450095982146743107146423795
03/22/17,0.038,0.09,0.059,0.011,False,True,True,True,1.5449310917285934487185518115,1.5378412196696799766458813411,-0.0070898720589134720726704704
03/23/17,0.039,0.09,0.059,0.009,False,True,True,True,1.5460537800561534065975721624,1.5366384088017641804258688847,-0.0094153712543892261717032777
03/27/17,0.038,0.09,0.059,0.011,False,True,True,True,1.5689554819724958877429420554,1.5264632308541928687064071505,-0.0424922511183030190365349049
03/29/17,0.022,0.09,0.054,0.008,False,True,True,True,1.5739206350805080058668271812,1.5285896283139593023770883968,-0.0453310067665487034897387844
03/31/17,0.038,0.09,0.059,0.011,False,True,True,True,1.5517603600212763755478201042,1.5501051424758451831042300390,-0.0016552175454311924435900652
04/05/17,0.022,0.09,0.054,0.008,False,True,True,True,1.5831961427265345789427860681,1.5195652380700568633526981529,-0.0636309046564777155900879152
04/14/17,0.038,0.10,0.059,0.001,False,True,True,True,1.5964264005807830008362189061,1.5959112101114618426161756983,-0.0005151904693211582200432078
04/17/17,0.022,0.09,0.054,0.008,False,True,True,True,1.6132530864859035315449900722,1.6032938704603010731253755326,-0.0099592160256024584196145396
04/20/17,0.038,0.10,0.059,0.001,False,True,True,True,1.6148053178163047221863714746,1.6072111787856849944579608910,-0.0075941390306197277284105836
04/21/17,0.022,0.09,0.054,0.008,False,True,True,True,1.6183951355924724992786319285,1.6034476154664352704892435373,-0.0149475201260372287893883912
04/27/17,0.038,0.10,0.059,0.001,False,True,True,True,1.6215938295656519806720111613,1.6005265149471453364042264779,-0.0210673146185066442677846834
05/04/17,0.022,0.09,0.054,0.008,False,True,True,True,1.6248226969756837089456842488,1.5969202003228321373299746078,-0.0279024966528515716157096410
05/16/17,0.018,0.09,0.053,0.025,True,True,True,True,1.6148587417369785297431202208,1.5989839002151746460841339210,-0.0158748415218038836589862998
07/07/17,0.018,0.09,0.054,0.025,True,True,True,True,1.7426914598263748116759766231,1.7420024603502601915628898854,-0.0006889994761146201130867377
07/10/17,0.018,0.09,0.053,0.025,True,True,True,True,1.7561451386981951102112002734,1.7279202179963094521988524401,-0.0282249207018856580123478333
07/11/17,0.018,0.09,0.054,0.025,True,True,True,True,1.7410145105934605655433689848,1.7290970951793263989225320247,-0.0119174154141341666208369601
07/17/17,0.026,0.11,0.055,0.008,False,True,True,True,1.7283624905484059826949258574,1.7090111396579535413131439425,-0.0193513508904524413817819149
07/19/17,0.018,0.09,0.054,0.025,True,True,True,True,1.7248204549929894162979426777,1.7028143195418345799368201155,-0.0220061354511548363611225622
07/28/17,0.018,0.09,0.053,0.025,True,True,True,True,1.7161089585698668744914480897,1.7160645264997387778448233782,-0.0000444320701280966466247115
07/31/17,0.018,0.09,0.054,0.025,True,True,True,True,1.7217802020439440557239429209,1.7104490356411578186147621553,-0.0113311664027862371091807656
10/19/17,0.022,0.09,0.054,0.008,False,True,True,True,1.9219029962552221528810732914,1.8702441361305595743312950176,-0.0516588601246625785497782738
10/20/17,0.018,0.09,0.054,0.025,True,True,True,True,1.9023465045220737734557758796,1.8905399081973210672357174409,-0.0118065963247527062200584387
10/23/17,0.022,0.09,0.054,0.008,False,True,True,True,1.8984355107853241377478349977,1.8942647894025317373125499284,-0.0041707213827924004352850693
06/26/18,0.022,0.09,0.054,0.008,False,True,True,True,1.9464700945053716302821937826,1.9464700945053716302821937826,0
