Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Gain,TotalDelta,Profit
01/03/17,0.006,0.17,0.197,0.014,False,False,False,True,3.2685684302316946357962667640,3.2685684302316946357962667640,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000,0.0000000000000000000000000000
01/09/17,0.005,0.23,0.187,0.004,False,True,False,False,3.2835349319979976829238936792,3.2186188874476743109347392236,-0.0645208850541108563359101956,0.0149665017663030471276269152,-0.0645208850541108563359101956,-0.0495543832878078092082832804
02/20/17,0.012,0.02,0.157,0.009,False,True,False,True,3.6015064149731297036160730752,3.4085913725283262280092467758,-0.2137780069047821222275839386,0.3329379847414350678198063112,-0.2782988919588929785634941342,0.0546390927825420892563121770
03/29/17,0.014,0.02,0.159,0.011,False,True,False,True,3.5628415580604344580863738598,3.5307133092881412852650042653,-0.0344501051357467310603912625,0.2942731278287398222901070958,-0.3127489970946397096238853967,-0.0184758692658998873337783009
03/31/17,0.012,0.02,0.149,0.004,False,False,False,False,3.5263101234122761148182390125,3.4688668702873346428909497542,-0.0595091483933638557405954088,0.2577416931805814790219722485,-0.3722581454880035653644808055,-0.1145164523074220863425085570
04/20/17,0.015,0.02,0.159,0.019,False,False,False,True,3.6110371070190488401181248657,3.5932924784369815668939435314,-0.0388188010563021499551579093,0.3424686767873542043218581017,-0.4110769465443057153196387148,-0.0686082697569515109977806131
05/11/17,0.012,0.02,0.157,0.009,False,True,False,True,3.5683004689876451741134379639,3.5475139441492672182946866424,-0.0203352753561312943032066996,0.2997320387559505383171711999,-0.4314122219004370096228454144,-0.1316801831444864713056742145
06/13/17,0.015,0.02,0.159,0.019,False,False,False,True,3.5423529163346228999008293850,3.5353336251902508139128483465,-0.0078681525573071825938144241,0.2737844861029282641045626210,-0.4392803744577441922166598385,-0.1654958883548159281120972175
06/14/17,0.012,0.02,0.157,0.009,False,True,False,True,3.5035110995929811893394695069,3.4882627660842055376303786337,-0.0170777825905786567174381186,0.2349426693612865535432027429,-0.4563581570483228489340979571,-0.2214154876870362953908952142
07/13/17,0.005,0.14,0.193,0.004,False,False,False,False,3.6798801315711750395018984729,3.6707845503218703860915258714,-0.0042347519910207455917663587,0.4113117013394804037056317089,-0.4605929090393435945258643158,-0.0492812076998631908202326069
07/14/17,0.012,0.02,0.157,0.009,False,True,False,True,3.6538306870645051832010311521,3.6394863367675627492547150893,-0.0161607407633883908065465812,0.3852622568328105474047643881,-0.4767536498027319853324108970,-0.0914913929699214379276465089
08/07/17,0.005,0.14,0.193,0.004,False,False,False,False,3.7503645512511269148929222203,3.7448569198403339734223100008,-0.0056369614105784476524810047,0.4817961210194322790966554563,-0.4823906112133104329848919017,-0.0005944901938781538882364454
08/21/17,0.015,0.03,0.157,0.019,False,False,False,True,3.8781307394942565540396157372,3.7898278054037599888817950931,-0.0922892315022027678359322908,0.6095623092625619182433489732,-0.5746798427155132008208241925,0.0348824665470487174225247807
08/22/17,0.012,0.02,0.157,0.009,False,True,False,True,3.8509968922628715383500937343,3.8494740959174303575660640999,-0.0035027795544950704661915679,0.5824284620311769025538269703,-0.5781826222700082712870157604,0.0042458397611686312668112099
08/28/17,0.005,0.23,0.187,0.004,False,True,False,False,3.8992509819200622542162885803,3.8928507520199365054776326917,-0.0223742079965227647695537247,0.6306825516883676184200218163,-0.6005568302665310360565694851,0.0301257214218365823634523312
09/22/17,0.015,0.03,0.157,0.019,False,False,False,True,3.9771244059861891245245862618,3.8268399842341948892838525571,-0.1509515886640374806563856377,0.7085559757544944887283194978,-0.7515084189305685167129551228,-0.0429524431760740279846356250
12/08/17,0.018,0.03,0.164,0.011,False,True,True,True,4.1311584019274532796059429807,4.1235236830373222637704246509,-0.0027701273614623161058907101,0.8625899716957586438096762167,-0.7542785462920308328188458329,0.1083114254037278109908303838
01/02/18,0.018,0.03,0.164,0.011,False,True,True,True,4.1056726588035572412511612497,4.1056726588035572412511612497,0.0000000000000000000000000000,0.8371042285718626054548944857,-0.7542785462920308328188458329,0.0828256822798317726360486528
01/16/18,0.015,0.17,0.139,0.025,False,True,False,False,4.0793874488602848103015280664,4.0779159088666407638350623347,-0.0150925089588564088311301060,0.8108190186285901745052613024,-0.7693710552508872416499759389,0.0414479633777029328552853635
02/22/18,0.018,0.03,0.164,0.011,False,True,True,True,4.1093326853807222002142676991,3.9804838399064246001599108896,-0.1731385850814241418542654436,0.8407642551490275644180009351,-0.9425096403323113835042413825,-0.1017453851832838190862404474
03/16/18,0.015,0.03,0.159,0.011,False,True,False,True,4.1216531651903816253186786365,4.0188804240741895368976847845,-0.1424998072159215047333247372,0.8530847349586869895224118725,-1.0850094475482328882375661197,-0.2319247125895458987151542472
04/20/18,0.015,0.03,0.157,0.019,False,False,False,True,4.2198995462207969402460043736,4.1676684004519673591994073504,-0.1615900078191761611130675614,0.9513311159891023044497376096,-1.2465994553674090493506336811,-0.2952683393783067449008960715
05/29/18,0.009,0.17,0.198,0.007,False,False,False,False,4.2695569737466029678302920724,4.2378154451936556900520366613,-0.0371182033049060228523189017,1.0009885435149083320340253084,-1.2837176586723150722029525828,-0.2827291151574067401689272744
07/27/18,0.007,0.17,0.197,0.004,False,False,False,False,4.2535497811933219269702940356,4.2311133555501917133250831811,-0.0137302105618000505657117694,0.9849813509616272911740272716,-1.2974478692341151227686643522,-0.3124665182724878315946370806
08/19/18,0.007,0.17,0.197,0.004,False,False,False,False,4.4728048760633148995634071768,4.4728048760633148995634071768,0,1.2042364458316202637671404128,-1.2974478692341151227686643522,-0.0932114234024948590015239394
