Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Profit
01/02/14,0.020,0.14,0.077,0.024,False,False,False,True,1.2078515745520699931043486429,1.2078515745520699931043486429,0.0000000000000000000000000000,0.0000000000000000000000000000
02/19/14,0.021,0.15,0.078,0.023,False,False,False,True,1.2350443695834735979390394280,1.2348286513638987674551757782,-0.0002157182195748304838636498,0.0269770768118287743508271353
02/20/14,0.020,0.14,0.077,0.024,False,False,False,True,1.2438309019265394276202170385,1.2423973107599441861743335457,-0.0014335911665952414458834928,0.0343300179882993625861212530
03/11/14,0.019,0.14,0.078,0.024,False,False,False,True,1.3263108338149557347570009479,1.3064678801895100782583366911,-0.0198429536254456564986642568,0.0969669962512700132242409056
03/12/14,0.019,0.18,0.078,0.024,False,False,False,True,1.2754214944063322378889055433,1.2630511236062480250931581484,-0.0123703708000842127957473949,0.0337072860425623035603981061
03/25/14,0.019,0.14,0.078,0.024,False,False,False,True,1.3050346086141096891270530990,1.2778800070062093122589116896,-0.0271546016079003768681414094,0.0361657986424393779304042524
03/31/14,0.020,0.14,0.077,0.024,False,False,False,True,1.2886251313835138180361141641,1.3084680850089594745347784209,0.0198429536254456564986642568,0.0395992750372891633381295743
09/09/14,0.020,0.14,0.079,0.023,False,False,False,True,1.3406408283555729970456499053,1.3344574371880820894228851030,-0.0061833911674909076227648023,0.0854315808418574347249005132
09/10/14,0.020,0.14,0.077,0.024,False,False,False,True,1.3260225730831148916721821976,1.3212577838058802985725565257,-0.0047647892772345930996256719,0.0660485362921647362518071336
09/15/14,0.019,0.14,0.078,0.024,False,False,False,True,1.3366689761159861295897467901,1.3114115140390661569017979427,-0.0252574620769199726879488474,0.0514374772481160014814228787
09/22/14,0.019,0.07,0.078,0.019,False,True,False,True,1.3179657807296430667198687599,1.3347660265441497832529247159,0.0168002458145067165330559560,0.0495345276762796551446008045
09/23/14,0.020,0.14,0.077,0.024,False,False,False,True,1.3256836358278387544279634993,1.3027054575698585065762421890,-0.0229781782579802478517213103,0.0342742045164950950009742336
09/25/14,0.019,0.07,0.078,0.019,False,True,False,True,1.3152727825249752031651111297,1.3123629888249843300702089798,-0.0029097936999908730949021499,0.0209535575136406706432197141
09/26/14,0.020,0.14,0.077,0.024,False,False,False,True,1.3209262618982478885859083138,1.3071937879109716125008382393,-0.0137324739872762760850700745,0.0128745628996370799789468237
09/29/14,0.019,0.07,0.078,0.019,False,True,False,True,1.3179657807296430667198687599,1.3095085644672298105649758685,-0.0084572162624132561548928914,0.0014568654686190019580143784
10/08/14,0.020,0.14,0.077,0.024,False,False,False,True,1.3152174131827388495754420911,1.3125797843203073396103534996,-0.0026376288624315099650885915,-0.0039291309407167251515008819
10/16/14,0.023,0.02,0.039,0.024,False,True,True,True,1.3386758502051751380931294321,1.3332954341151841397752517962,-0.0053804160899909983178776359,0.0141488899917285650483088232
10/20/14,0.020,0.14,0.077,0.024,False,False,False,True,1.3447131315462022177961842415,1.3277369258660684835808231422,-0.0169762056801337342153610993,0.0032099656526219105360025333
11/04/14,0.023,0.02,0.039,0.024,False,True,True,True,1.3432337353464695774732570529,1.3285380601855932739331966106,-0.0146956751608763035400604423,-0.0129651057079870333269850976
11/25/14,0.019,0.07,0.078,0.019,False,True,False,True,1.3305331056847597633087377007,1.3279344287300560238122760378,-0.0025986769547037394964616629,-0.0282644123244005869879661127
11/26/14,0.023,0.02,0.039,0.024,False,True,True,True,1.3318235876994288969284646620,1.3283857912168830126862748661,-0.0034377964825458842421897959,-0.0304117267922773376104289473
